Sentence #,Word,POS,Tag
Sentence: 41,energized,ADJ,BF
Sentence: 42,I,PRON,O
Sentence: 42,just,ADV,O
Sentence: 42,did,AUX,O
Sentence: 42,a,DET,O
Sentence: 42,10-rep,NUM,O
Sentence: 42,set,NOUN,O
Sentence: 42,of,ADP,O
Sentence: 42,bench,NOUN,BE
Sentence: 42,press,NOUN,IE
Sentence: 42,I,PRON,O
Sentence: 42,feel,VERB,O
Sentence: 42,great,ADJ,BF
Sentence: 43,I,PRON,O
Sentence: 43,ran,VERB,BE
Sentence: 43,three,NUM,O
Sentence: 43,miles,NOUN,O
Sentence: 43,on,ADP,O
Sentence: 43,sidewalks,NOUN,O
Sentence: 43,.,PUNCT,O
Sentence: 43,I,PRON,O
Sentence: 43,felt,VERB,O
Sentence: 43,tired,ADJ,BF
Sentence: 43,.,PUNCT,O
Sentence: 44,I,PRON,O
Sentence: 44,did,AUX,O
Sentence: 44,forty,NUM,O
Sentence: 44,pushups,NOUN,BE
Sentence: 44,.,PUNCT,O
Sentence: 44,I,PRON,O
Sentence: 44,felt,VERB,O
Sentence: 44,strained,ADJ,BF
Sentence: 44,.,PUNCT,O
Sentence: 45,I,PRON,O
Sentence: 45,just,ADV,O
Sentence: 45,did,AUX,O
Sentence: 45,thirty,NUM,O
Sentence: 45,crunches,NOUN,BE
Sentence: 45,.,PUNCT,O
Sentence: 45,My,DET,O
Sentence: 45,abs,NOUN,O
Sentence: 45,are,AUX,O
Sentence: 45,shaky,ADJ,BF
Sentence: 45,!,PUNCT,O
Sentence: 46,I,PRON,O
Sentence: 46,did,AUX,O
Sentence: 46,two,NUM,O
Sentence: 46,sets,NOUN,O
Sentence: 46,of,ADP,O
Sentence: 46,twenty,NUM,O
Sentence: 46,crunches,NOUN,BE
Sentence: 46,!,PUNCT,O
Sentence: 46,My,DET,O
Sentence: 46,abs,NOUN,O
Sentence: 46,are,AUX,O
Sentence: 46,on,ADP,O
Sentence: 46,fire,NOUN,BF
Sentence: 46,!,PUNCT,O
Sentence: 47,I,PRON,O
Sentence: 47,did,AUX,O
Sentence: 47,4,NUM,O
Sentence: 47,sets,NOUN,O
Sentence: 47,of,ADP,O
Sentence: 47,bench,NOUN,BE
Sentence: 47,press,NOUN,IE
Sentence: 47,I,PRON,O
Sentence: 47,'m,AUX,O
Sentence: 47,exhausted,ADJ,BF
Sentence: 47,and,CCONJ,O
Sentence: 47,feel,VERB,O
Sentence: 47,like,SCONJ,O
Sentence: 47,I,PRON,O
Sentence: 47,'m,AUX,O
Sentence: 47,in,ADP,O
Sentence: 47,muscle,NOUN,BF
Sentence: 47,failure,NOUN,IF
Sentence: 47,.,PUNCT,O
Sentence: 48,I,PRON,O
Sentence: 48,spent,VERB,O
Sentence: 48,30,NUM,O
Sentence: 48,minutes,NOUN,O
Sentence: 48,on,ADP,BF
Sentence: 48,the,DET,O
Sentence: 48,eliptical,NOUN,BE
Sentence: 48,.,PUNCT,O
Sentence: 48,I,PRON,O
Sentence: 48,felt,VERB,O
Sentence: 48,good,ADJ,BF
Sentence: 48,during,ADP,O
Sentence: 48,the,DET,O
Sentence: 48,workout,NOUN,O
Sentence: 48,",",PUNCT,O
Sentence: 48,like,INTJ,O
Sentence: 48,I,PRON,O
Sentence: 48,could,VERB,BF
Sentence: 48,go,VERB,IF
Sentence: 48,on,ADP,BF
Sentence: 48,forever,ADV,IF
Sentence: 48,.,PUNCT,O
Sentence: 49,Ran,VERB,BE
Sentence: 49,for,ADP,O
Sentence: 49,10,NUM,O
Sentence: 49,minutes,NOUN,O
Sentence: 49,straight,ADV,O
Sentence: 49,at,ADP,O
Sentence: 49,the,DET,O
Sentence: 49,local,ADJ,O
Sentence: 49,gym,NOUN,O
Sentence: 49,I,PRON,O
Sentence: 49,felt,VERB,O
Sentence: 49,Tire,PROPN,BF
Sentence: 49,after,ADP,O
Sentence: 49,the,DET,O
Sentence: 49,running,NOUN,O
Sentence: 50,Lifted,VERB,BE
Sentence: 50,weight,NOUN,O
Sentence: 50,at,ADP,O
Sentence: 50,the,DET,O
Sentence: 50,gym,NOUN,O
Sentence: 50,I,PRON,O
Sentence: 50,felt,VERB,O
Sentence: 50,Exhausted,ADJ,BF
Sentence: 50,after,ADP,O
Sentence: 50,lifting,VERB,O
Sentence: 50,the,DET,O
Sentence: 50,weights,NOUN,O
Sentence: 51,I,PRON,O
Sentence: 51,did,AUX,O
Sentence: 51,thigh,VERB,BE
Sentence: 51,toning,NOUN,IE
Sentence: 51,pilates,NOUN,IE
Sentence: 51,for,ADP,O
Sentence: 51,20,NUM,O
Sentence: 51,minutes,NOUN,O
Sentence: 51,I,PRON,O
Sentence: 51,felt,VERB,O
Sentence: 51,great,ADJ,BF
Sentence: 51,and,CCONJ,O
Sentence: 51,tired,ADJ,BF
Sentence: 51,altogether,ADV,O
Sentence: 52,I,PRON,O
Sentence: 52,jogged,VERB,BE
Sentence: 52,for,ADP,O
Sentence: 52,45,NUM,O
Sentence: 52,minutes,NOUN,O
Sentence: 52,around,ADP,O
Sentence: 52,the,DET,O
Sentence: 52,nearby,ADJ,O
Sentence: 52,trail,NOUN,O
Sentence: 52,My,DET,O
Sentence: 52,knee,NOUN,O
Sentence: 52,was,AUX,O
Sentence: 52,hurting,VERB,BF
Sentence: 52,but,CCONJ,O
Sentence: 52,I,PRON,O
Sentence: 52,would,VERB,O
Sentence: 52,do,AUX,O
Sentence: 52,it,PRON,O
Sentence: 52,again,ADV,O
Sentence: 52,tomorrow,NOUN,O
Sentence: 53,I,PRON,O
Sentence: 53,just,ADV,O
Sentence: 53,walk,VERB,BE
Sentence: 53,a,DET,O
Sentence: 53,mile,NOUN,O
Sentence: 53,.,PUNCT,O
Sentence: 53,I,PRON,O
Sentence: 53,am,AUX,O
Sentence: 53,very,ADV,O
Sentence: 53,tired,ADJ,BF
Sentence: 53,.,PUNCT,O
Sentence: 54,I,PRON,O
Sentence: 54,just,ADV,O
Sentence: 54,finish,VERB,O
Sentence: 54,my,DET,O
Sentence: 54,40,NUM,O
Sentence: 54,minutes,NOUN,O
Sentence: 54,running,VERB,BE
Sentence: 54,.,PUNCT,O
Sentence: 54,I,PRON,O
Sentence: 54,am,AUX,O
Sentence: 54,very,ADV,O
Sentence: 54,thirsty,ADJ,BF
Sentence: 54,.,PUNCT,O
Sentence: 55,I,PRON,O
Sentence: 55,biked,VERB,O
Sentence: 55,10,NUM,O
Sentence: 55,miles,NOUN,O
Sentence: 55,on,ADP,O
Sentence: 55,a,DET,O
Sentence: 55,stationary,ADJ,BE
Sentence: 55,bike,NOUN,IE
Sentence: 55,at,ADP,O
Sentence: 55,medium,ADJ,O
Sentence: 55,resistance,NOUN,O
Sentence: 55,.,PUNCT,O
Sentence: 55,It,PRON,O
Sentence: 55,was,AUX,O
Sentence: 55,a,DET,O
Sentence: 55,low,ADJ,BF
Sentence: 55,level,NOUN,IF
Sentence: 55,cardio,NOUN,IF
Sentence: 55,workout,NOUN,O
Sentence: 55,.,PUNCT,O
Sentence: 56,I,PRON,O
Sentence: 56,did,AUX,O
Sentence: 56,an,DET,O
Sentence: 56,hour,NOUN,O
Sentence: 56,yoga,NOUN,BE
Sentence: 56,class,NOUN,O
Sentence: 56,.,PUNCT,O
Sentence: 56, ,SPACE,O
Sentence: 56,It,PRON,O
Sentence: 56,was,AUX,O
Sentence: 56,an,DET,O
Sentence: 56,easy,ADJ,BF
Sentence: 56,flow,NOUN,IF
Sentence: 56,.,PUNCT,O
